sale_id,sale_date,store_id,product_id,quantity
101,2023-11-11,3,4,1
102,2023-03-20,3,5,1
103,2023-12-19,11,1,1
104,2021-12-10,3,2,2
105,2023-02-19,4,1,1
106,2023-10-06,12,3,2
107,2021-11-24,3,1,1
108,2023-07-09,3,2,1
109,2021-07-22,11,1,1
110,2022-12-11,3,1,1
111,2023-12-19,4,5,1
112,2022-10-14,10,1,1
113,2021-02-21,12,3,1
114,2023-11-24,15,18,1
115,2021-02-19,8,5,2
116,2022-03-27,3,1,3
117,2021-12-20,14,18,2
118,2023-05-22,3,7,3
119,2023-04-21,5,9,1
120,2022-10-06,5,1,2
121,2021-02-02,7,9,2
122,2023-01-05,9,14,1
123,2022-05-02,2,8,1
124,2023-11-28,1,5,1
125,2023-06-21,4,2,1
126,2021-12-05,7,6,1
127,2023-03-05,4,9,1
128,2021-01-14,7,14,2
129,2023-09-25,3,5,3
130,2022-09-16,15,19,1
131,2023-01-11,8,4,2
132,2021-08-28,7,1,1
133,2021-05-16,5,1,2
134,2022-11-22,8,3,1
135,2023-05-27,8,2,1
136,2023-08-16,13,4,1
137,2022-11-15,11,4,1
138,2023-01-01,10,5,1
139,2023-02-13,5,4,1
140,2021-10-09,5,13,2
141,2023-07-19,6,15,1
142,2023-05-12,1,9,1
143,2022-06-24,3,16,2
144,2022-07-03,2,8,1
145,2021-06-22,1,1,1
146,2023-01-03,11,2,1
147,2023-06-24,4,5,2
148,2023-01-03,4,2,1
149,2021-05-23,3,1,1
150,2021-10-12,5,1,1
151,2022-10-07,2,13,2
152,2021-04-17,5,9,1
153,2023-02-19,2,15,1
154,2023-09-08,1,6,1
155,2021-07-07,1,9,3
156,2023-09-23,1,19,1
157,2023-07-06,1,1,1
158,2021-02-23,1,2,3
159,2021-10-25,4,2,1
160,2023-05-19,3,7,1
161,2023-08-12,13,3,2
162,2023-05-11,7,16,3
163,2022-02-06,9,3,4
164,2022-02-26,1,7,1
165,2022-08-21,6,1,3
166,2021-11-13,1,14,1
167,2022-04-08,3,11,1
168,2021-08-08,7,2,3
169,2021-05-10,5,12,1
170,2022-02-26,2,2,1
171,2022-02-27,8,6,2
172,2022-10-04,6,14,1
173,2023-03-28,5,6,1
174,2022-03-09,2,2,4
175,2023-01-03,5,4,1
176,2021-05-11,14,17,1
177,2023-02-12,6,10,2
178,2022-08-24,4,4,1
179,2021-04-05,6,10,1
180,2021-08-03,1,13,1
181,2021-04-25,2,6,1
182,2023-10-28,5,8,3
183,2022-06-04,14,2,1
184,2021-07-24,10,2,1
185,2021-08-15,8,10,1
186,2021-10-15,1,13,1
187,2023-09-19,2,4,3
188,2023-02-17,1,6,1
189,2022-11-09,6,5,1
190,2023-02-05,5,2,1
191,2021-10-16,5,11,1
192,2022-02-01,4,11,1
193,2021-03-09,4,2,2
194,2021-09-15,1,15,1
195,2023-12-08,13,12,1
196,2022-05-07,7,2,1
197,2023-08-22,8,2,2
198,2023-08-17,1,12,1
199,2022-05-12,3,1,1
200,2021-06-28,2,9,1
201,2021-01-12,1,11,2
202,2022-12-23,8,4,4
203,2021-08-19,4,8,2
204,2022-10-06,11,5,1
205,2022-05-18,6,2,1
206,2023-05-08,6,15,2
207,2022-05-24,6,9,1
208,2023-10-12,13,2,1
209,2021-07-18,7,3,1
210,2021-05-16,1,1,1
211,2021-05-16,7,15,2
212,2021-09-18,10,9,1
213,2023-06-05,14,8,1
214,2021-04-25,7,1,3
215,2022-12-19,2,6,2
216,2022-04-14,3,9,1
217,2022-09-04,8,15,2
218,2023-04-17,4,18,3
219,2021-04-13,9,19,2
220,2021-07-14,2,10,2
221,2021-06-15,6,15,1
222,2023-04-22,8,2,2
223,2022-12-08,14,5,1
224,2022-04-07,14,2,3
225,2021-09-26,6,2,1
226,2022-12-11,4,11,1
227,2022-11-14,4,12,2
228,2023-08-06,4,11,1
229,2023-01-15,8,15,1
230,2023-10-21,3,3,3
231,2023-02-07,2,6,3
232,2021-08-06,2,4,1
233,2023-09-28,11,4,3
234,2022-10-15,3,8,1
235,2021-04-16,2,6,
236,2022-12-16,11,2,2
237,2022-03-16,2,4,1
238,2022-12-04,14,2,1
239,2023-09-23,2,1,1
240,2023-10-10,11,3,1
241,2021-04-03,14,10,2
242,2021-03-17,1,11,3
243,2023-12-17,5,6,1
244,2022-09-24,1,4,1
245,2021-09-22,1,2,1
246,2023-03-05,1,8,1
247,2023-04-01,8,3,4
248,2023-12-26,1,9,1
249,2022-03-08,9,11,1
250,2023-08-24,15,1,1
251,2023-02-25,3,3,1
252,2023-01-10,7,16,3
253,2023-08-05,8,10,1
254,2021-06-02,8,7,2
255,2021-02-22,7,4,3
256,2023-02-18,13,16,2
257,2022-12-22,7,14,1
258,2021-11-12,6,18,1
259,2023-11-27,7,11,1
260,2021-10-07,5,10,4
261,2021-07-16,15,8,1
262,2022-02-05,8,1,1
263,2023-11-15,14,8,1
264,2023-06-07,10,5,1
265,2022-07-01,5,5,2
266,2022-09-01,8,2,2
267,2023-12-15,4,1,1
268,2023-12-08,4,9,1
269,2022-05-08,14,9,3
270,2021-04-16,2,5,1
271,2021-05-08,3,9,3
272,2022-08-01,12,17,4
273,2021-08-14,14,5,1
274,2022-06-17,9,4,2
275,2021-02-04,3,2,1
276,2021-02-21,5,19,1
277,2023-07-26,1,3,1
278,2023-03-12,15,11,1
279,2021-01-08,6,3,2
280,2021-02-20,4,3,2
281,2023-12-18,1,10,1
282,2023-09-05,3,7,1
283,2023-04-15,7,15,1
284,2022-05-23,2,19,1
285,2021-05-02,1,2,1
286,2023-04-25,6,3,3
287,2021-01-08,1,10,2
288,2022-10-28,1,7,1
289,2022-09-28,3,3,1
290,2023-09-18,10,9,1
291,2022-08-12,6,3,3
292,2021-05-05,12,11,1
293,2023-02-21,14,8,2
294,2021-10-04,2,5,1
295,2021-01-18,5,7,1
296,2022-02-24,12,3,1
297,2022-01-05,15,4,1
298,2022-01-10,7,13,1
299,2022-02-24,1,16,1
300,2022-03-12,9,1,1
301,2023-11-09,1,14,1
302,2021-01-24,4,15,1
303,2021-01-19,5,18,2
304,2021-02-23,14,4,1
305,2021-05-12,3,20,1
306,2022-11-18,4,2,1
307,2021-04-10,1,2,1
308,2023-08-18,2,13,3
309,2023-04-20,3,3,1
310,2021-02-18,6,12,1
311,2021-12-03,5,2,2
312,2023-10-16,5,4,2
313,2023-02-10,10,1,1
314,2022-11-23,6,2,1
315,2023-02-06,9,10,2
316,2022-06-26,2,10,1
317,2022-12-27,10,9,1
318,2022-04-24,1,7,1
319,2022-06-26,3,9,2
320,2022-11-02,11,4,1
321,2021-01-12,3,9,3
322,2023-03-26,5,8,1
323,2022-09-03,14,5,1
324,2023-02-12,1,3,1
325,2023-06-08,5,3,2
326,2022-08-12,12,1,1
327,2021-03-08,7,20,1
328,2022-07-28,5,15,4
329,2021-01-08,7,6,
330,2023-07-03,3,5,4
331,2021-04-17,9,5,4
332,2021-02-02,9,2,2
333,2021-06-26,3,5,4
334,2023-12-25,1,6,1
335,2023-04-27,2,17,
336,2021-03-10,14,19,1
337,2021-03-24,12,1,1
338,2022-05-10,1,1,1
339,2021-04-27,1,1,1
340,2022-07-21,2,1,1
341,2021-08-12,11,1,3
342,2022-01-20,4,19,3
343,2023-04-25,5,20,1
344,2021-01-27,1,2,3
345,2021-12-14,14,6,1
346,2021-08-05,1,4,1
347,2021-02-21,5,4,1
348,2022-12-18,6,6,1
349,2021-05-18,12,5,1
350,2023-01-26,3,18,1
351,2023-06-08,6,5,1
352,2021-03-22,13,5,1
353,2023-08-27,10,1,1
354,2021-11-04,3,3,3
355,2021-06-14,14,9,1
356,2023-03-06,5,15,1
357,2021-11-16,5,8,2
358,2023-06-09,8,5,1
359,2022-05-01,7,5,2
360,2021-04-02,5,11,1
361,2022-10-05,3,6,2
362,2023-08-03,2,7,1
363,2022-01-20,1,7,1
364,2022-06-14,3,12,2
365,2023-02-17,7,5,1
366,2022-03-01,4,2,1
367,2022-08-10,4,2,1
368,2023-02-16,2,19,3
369,2022-11-10,13,1,1
370,2023-03-19,8,7,1
371,2022-09-03,1,5,1
372,2023-09-10,4,16,1
373,2023-03-12,6,17,3
374,2022-08-20,1,5,3
375,2022-05-24,13,10,1
376,2022-08-05,5,5,
377,2021-08-02,1,4,1
378,2021-07-01,2,9,1
379,2021-07-28,14,17,1
380,2023-10-05,11,12,2
381,2022-03-27,7,19,1
382,2023-11-08,8,1,3
383,2021-12-14,7,9,3
384,2022-03-21,15,11,1
385,2023-08-05,15,2,2
386,2022-07-07,5,1,1
387,2023-05-16,6,3,1
388,2022-06-20,2,2,1
389,2021-07-15,10,10,1
390,2021-04-22,5,7,1
391,2022-03-09,6,5,3
392,2023-07-17,12,5,1
393,2021-02-05,2,10,2
394,2021-12-04,2,20,2
395,2021-09-13,15,1,1
396,2022-09-16,3,3,3
397,2022-12-18,8,10,1
398,2023-08-14,10,4,1
399,2023-10-04,11,12,1
400,2023-11-17,12,4,1
401,2022-06-24,12,20,1
402,2022-05-24,6,12,1
403,2023-11-21,8,6,2
404,2023-02-23,8,4,1
405,2022-12-11,2,4,3
406,2023-06-01,6,5,1
407,2021-09-26,7,18,1
408,2022-01-19,9,16,1
409,2023-07-08,15,7,1
410,2022-08-25,4,1,1
411,2021-11-20,13,10,5
412,2022-10-28,8,2,3
413,2022-08-03,15,2,1
414,2022-11-11,8,6,1
415,2022-10-01,2,16,1
416,2021-01-21,3,1,1
417,2022-04-14,10,14,1
418,2022-12-23,5,2,1
419,2023-07-16,10,3,1
420,2022-12-06,10,1,1
421,2023-04-15,1,2,1
422,2021-07-23,9,1,1
423,2021-01-26,11,7,1
424,2021-05-25,6,1,4
425,2021-10-07,2,13,2
426,2023-04-18,2,7,1
427,2022-02-05,8,4,1
428,2021-01-13,1,3,1
429,2022-06-02,9,14,1
430,2023-08-02,13,2,2
431,2023-11-16,8,3,1
432,2023-08-07,2,14,1
433,2021-04-20,5,7,4
434,2022-01-26,3,7,3
435,2022-05-07,5,16,1
436,2022-02-02,2,4,1
437,2023-12-05,7,10,1
438,2021-08-09,3,3,2
439,2023-05-09,14,1,1
440,2023-11-12,5,5,1
441,2022-08-06,10,5,1
442,2023-05-03,6,5,1
443,2022-02-11,7,1,1
444,2021-03-08,14,4,2
445,2022-11-07,2,6,4
446,2021-08-11,2,2,3
447,2022-06-15,9,12,2
448,2023-05-19,2,14,1
449,2023-04-10,5,5,4
450,2021-09-28,10,4,1
451,2021-11-09,2,5,1
452,2021-05-10,3,17,1
453,2022-02-28,5,11,1
454,2022-04-12,6,3,2
455,2021-05-19,2,5,1
456,2023-07-21,13,1,2
457,2022-05-19,8,18,1
458,2022-07-19,1,14,1
459,2022-07-02,3,1,1
460,2021-02-10,13,17,1
461,2021-07-03,12,4,1
462,2021-10-13,12,2,3
463,2021-03-01,8,11,1
464,2021-10-26,14,4,3
465,2023-11-20,3,11,1
466,2023-11-19,7,2,1
467,2021-11-23,3,10,1
468,2022-02-13,12,1,2
469,2021-11-02,3,12,1
470,2023-12-02,7,7,3
471,2023-11-28,9,15,1
472,2022-09-24,1,8,1
473,2023-03-22,6,1,1
474,2021-12-10,4,1,1
475,2022-07-06,12,12,1
476,2021-04-15,7,4,3
477,2021-09-10,11,11,1
478,2022-11-23,7,1,1
479,2021-05-04,4,3,2
480,2023-10-06,7,1,2
481,2021-12-26,14,12,1
482,2022-01-12,7,5,3
483,2022-09-14,11,5,2
484,2022-07-22,8,2,1
485,2021-04-07,8,2,1
486,2022-11-25,3,2,1
487,2022-08-11,13,3,1
488,2021-10-02,4,10,1
489,2023-07-01,1,1,1
490,2021-07-04,13,6,1
491,2022-06-06,11,5,3
492,2022-08-08,15,3,1
493,2021-01-16,13,13,4
494,2023-05-12,5,10,1
495,2022-11-11,1,3,1
496,2022-11-21,4,14,1
497,2022-10-14,1,1,1
498,2021-10-20,13,14,1
499,2022-10-01,5,1,1
500,2023-06-27,6,10,1
501,2022-08-01,4,14,2
502,2022-07-15,2,3,1
503,2023-05-08,4,10,1
504,2022-12-12,8,1,4
505,2021-09-01,1,8,1
506,2021-09-19,2,9,3
507,2021-09-18,5,13,1
508,2023-01-02,8,19,1
509,2022-07-25,1,5,1
510,2021-07-11,11,7,2
511,2023-01-13,5,1,1
512,2022-03-07,12,10,1
513,2023-04-26,4,11,1
514,2021-05-17,2,4,2
515,2021-10-05,6,6,1
516,2021-05-04,15,7,1
517,2023-04-23,6,15,1
518,2023-11-02,10,7,1
519,2021-05-25,1,5,1
520,2023-12-24,7,7,2
521,2021-07-02,6,3,1
522,2021-03-03,1,12,1
523,2022-10-03,2,2,1
524,2023-08-19,4,5,1
525,2021-09-14,4,10,1
526,2021-08-19,7,13,1
527,2023-01-10,11,2,1
528,2022-07-03,3,6,1
529,2022-03-24,13,3,1
530,2021-11-20,13,3,1
531,2023-12-13,5,3,4
532,2022-01-12,15,3,1
533,2023-06-24,4,3,
534,2023-01-12,5,1,1
535,2021-08-07,3,2,1
536,2022-01-04,2,10,1
537,2021-11-06,1,19,1
538,2022-04-04,1,14,1
539,2022-10-26,7,4,1
540,2022-03-02,5,6,1
541,2022-06-20,11,4,1
542,2022-10-28,6,4,1
543,2023-05-10,1,9,1
544,2021-11-01,15,3,1
545,2023-12-18,2,11,1
546,2022-12-20,1,15,1
547,2021-09-14,15,6,1
548,2022-05-18,9,2,1
549,2021-12-15,1,7,1
550,2023-03-16,14,4,1
551,2021-10-27,12,2,1
552,2021-12-13,8,2,1
553,2021-01-21,9,2,1
554,2021-09-27,5,8,1
555,2021-09-28,9,7,1
556,2022-01-17,5,5,1
557,2021-03-23,9,9,1
558,2021-02-27,11,18,1
559,2023-07-20,7,1,1
560,2021-01-14,4,5,4
561,2023-04-11,13,5,1
562,2022-08-07,13,3,1
563,2021-03-06,7,1,1
564,2023-07-07,1,4,1
565,2023-03-10,3,1,1
566,2022-06-25,2,10,1
567,2021-05-07,3,1,2
568,2021-04-25,11,12,3
569,2023-02-08,12,5,4
570,2021-08-09,8,1,1
571,2023-06-11,2,2,1
572,2021-03-11,14,6,1
573,2023-02-15,10,8,5
574,2021-04-04,5,2,1
575,2022-03-19,6,13,1
576,2021-08-06,9,1,2
577,2021-02-09,3,1,1
578,2022-10-11,1,8,1
579,2021-03-27,7,10,2
580,2022-01-12,12,7,5
581,2021-08-11,1,5,1
582,2023-08-08,9,18,1
583,2023-08-17,2,4,1
584,2021-03-26,8,3,2
585,2021-12-10,14,6,1
586,2021-06-07,1,4,1
587,2023-01-25,1,2,3
588,2021-02-17,1,11,1
589,2023-09-08,15,9,1
590,2022-11-03,4,13,3
591,2023-01-03,4,2,1
592,2023-07-04,2,5,1
593,2022-05-14,13,6,1
594,2023-12-19,10,5,1
595,2021-12-02,8,2,2
596,2021-05-14,13,20,2
597,2023-09-05,10,3,2
598,2021-12-22,6,10,1
599,2023-08-03,4,18,3
600,2021-02-26,5,16,1
601,2021-11-16,8,3,3
602,2023-03-18,6,12,2
603,2021-12-14,2,1,1
604,2023-04-23,11,20,1
605,2021-05-09,3,13,1
606,2021-11-25,5,16,1
607,2022-01-06,6,12,1
608,2022-06-22,14,3,1
609,2023-02-21,2,6,2
610,2022-05-23,2,10,2
611,2023-02-28,8,18,1
612,2022-11-03,6,5,3
613,2021-03-27,10,4,1
614,2023-10-02,2,11,2
615,2023-09-08,5,8,3
616,2021-02-16,4,1,5
617,2023-07-20,4,8,1
618,2023-11-15,2,10,1
619,2022-04-08,6,6,1
620,2023-03-28,6,6,1
621,2021-10-18,4,3,3
622,2022-12-10,2,4,1
623,2022-04-04,1,4,1
624,2021-02-12,9,16,1
625,2021-06-20,4,2,1
626,2022-05-18,13,11,1
627,2023-02-17,4,16,1
628,2022-11-26,7,1,4
629,2021-03-03,6,7,1
630,2022-06-11,3,6,2
631,2021-05-28,5,7,3
632,2022-01-22,2,16,1
633,2023-09-04,11,2,1
634,2022-05-11,4,11,1
635,2022-02-23,1,3,2
636,2021-03-21,4,6,1
637,2021-05-08,13,16,3
638,2021-05-18,10,2,2
639,2022-07-01,9,13,1
640,2023-07-01,10,7,1
641,2021-09-27,5,15,3
642,2021-10-06,2,1,1
643,2022-10-10,7,3,2
644,2021-01-16,3,3,1
645,2023-04-04,1,4,1
646,2023-12-14,5,4,1
647,2021-05-17,4,1,1
648,2021-03-06,6,8,2
649,2022-04-18,14,7,3
650,2023-07-28,11,2,1
651,2023-08-13,2,11,1
652,2021-06-25,2,4,1
653,2022-06-13,6,1,2
654,2023-12-21,6,13,1
655,2023-09-07,1,2,1
656,2022-01-08,2,1,1
657,2022-10-18,6,15,1
658,2023-08-11,1,13,5
659,2023-04-17,8,2,1
660,2022-01-28,6,3,2
661,2023-09-26,3,4,1
662,2021-08-16,3,12,1
663,2021-04-07,12,7,2
664,2022-04-01,4,7,1
665,2022-02-11,3,9,1
666,2022-10-01,1,5,1
667,2021-04-28,3,1,2
668,2023-07-18,9,1,1
669,2021-03-24,2,18,3
670,2023-11-21,13,12,1
671,2021-06-23,2,20,1
672,2023-03-08,1,6,1
673,2021-05-18,10,15,1
674,2022-09-08,5,1,1
675,2021-01-03,12,1,1
676,2023-05-09,11,12,1
677,2021-01-17,5,9,1
678,2021-11-21,6,6,2
679,2021-04-22,3,15,1
680,2022-12-15,2,1,1
681,2021-06-04,3,6,3
682,2022-03-08,1,2,3
683,2022-01-04,1,5,3
684,2021-02-12,12,7,1
685,2021-04-05,1,2,1
686,2021-06-26,8,1,3
687,2023-06-16,4,19,1
688,2021-06-08,1,3,5
689,2022-11-09,9,16,1
690,2021-06-04,3,8,1
691,2023-10-06,2,16,1
692,2021-02-11,5,5,1
693,2023-06-01,5,8,1
694,2023-01-03,5,2,1
695,2021-11-20,7,19,2
696,2022-08-01,7,8,1
697,2023-06-13,1,14,3
698,2021-05-23,9,11,1
699,2021-07-08,5,2,1
700,2022-02-10,3,7,2
701,2023-03-22,2,7,1
702,2023-08-23,1,16,1
703,2021-12-23,2,2,2
704,2021-04-19,6,2,1
705,2022-09-04,6,14,3
706,2022-10-09,7,9,1
707,2023-07-17,5,1,1
708,2023-02-05,2,1,3
709,2021-10-15,1,7,1
710,2023-01-04,3,7,1
711,2022-12-28,4,1,2
712,2022-09-03,1,3,3
713,2021-09-06,4,2,2
714,2022-07-01,3,1,1
715,2022-08-27,15,11,1
716,2022-08-04,1,11,1
717,2022-12-09,5,2,1
718,2021-12-08,5,7,1
719,2021-05-02,4,5,2
720,2023-04-23,4,11,1
721,2022-06-03,1,11,1
722,2023-11-01,8,15,1
723,2021-12-15,2,1,1
724,2021-09-23,8,5,1
725,2021-07-07,8,15,1
726,2021-12-16,2,15,3
727,2021-10-09,6,17,1
728,2021-11-06,3,6,3
729,2021-07-08,13,12,1
730,2022-02-09,6,13,1
731,2023-08-06,6,10,1
732,2021-02-02,1,5,1
733,2022-07-10,3,5,1
734,2022-02-20,9,12,2
735,2023-12-12,2,11,2
736,2021-10-11,1,14,1
737,2023-02-14,8,8,3
738,2021-08-20,14,5,1
739,2022-03-10,12,6,1
740,2022-07-01,8,4,1
741,2022-01-02,4,2,1
742,2022-06-22,6,2,1
743,2023-05-04,1,8,1
744,2021-08-12,13,2,1
745,2021-03-06,3,6,1
746,2023-03-04,12,1,1
747,2021-06-11,1,6,1
748,2022-03-20,2,12,1
749,2021-06-12,3,3,1
750,2022-02-02,4,16,1
751,2023-10-16,1,8,1
752,2021-09-03,5,13,1
753,2023-01-02,2,20,1
754,2021-12-19,6,1,1
755,2022-04-09,7,1,2
756,2023-01-18,4,10,3
757,2021-06-25,4,6,3
758,2022-10-15,12,1,1
759,2023-08-04,6,6,1
760,2023-01-04,3,5,1
761,2021-10-11,2,1,1
762,2021-10-23,15,5,3
763,2021-07-18,1,2,1
764,2022-08-12,2,4,1
765,2021-10-24,7,1,1
766,2023-11-03,14,8,3
767,2023-04-23,3,3,1
768,2021-02-28,11,9,1
769,2021-09-10,2,2,1
770,2023-01-20,2,16,1
771,2022-12-28,13,1,4
772,2021-10-11,4,6,1
773,2021-08-15,7,9,1
774,2023-12-19,13,7,1
775,2021-12-22,15,1,1
776,2022-01-28,1,2,1
777,2023-10-02,5,19,2
778,2021-05-13,1,6,1
779,2023-02-07,3,9,3
780,2021-11-09,15,4,2
781,2021-12-02,1,5,2
782,2021-06-17,10,3,1
783,2022-12-26,1,3,1
784,2022-08-22,7,10,1
785,2023-03-17,14,18,1
786,2021-02-28,7,5,1
787,2021-09-20,8,4,1
788,2022-12-21,6,1,1
789,2021-10-23,3,2,1
790,2022-01-14,9,16,2
791,2021-07-04,11,7,1
792,2023-05-11,12,7,1
793,2021-10-17,5,7,1
794,2021-03-24,1,9,1
795,2022-04-10,2,9,1
796,2021-08-03,3,1,3
797,2021-03-19,1,3,3
798,2022-04-23,5,10,2
799,2023-09-08,8,3,3
800,2023-03-25,1,7,1
801,2022-03-04,13,2,1
802,2022-05-13,6,5,1
803,2022-06-19,3,13,4
804,2022-04-19,11,5,1
805,2022-12-07,13,1,1
806,2023-05-13,9,16,1
807,2023-10-20,8,2,2
808,2022-02-16,3,11,1
809,2021-03-06,4,9,1
810,2022-08-07,14,20,1
811,2021-03-08,2,14,1
812,2022-01-10,10,9,1
813,2022-01-21,5,5,1
814,2023-04-14,8,1,1
815,2021-07-03,2,7,4
816,2021-11-05,8,17,1
817,2023-12-26,1,3,1
818,2023-04-20,11,12,1
819,2023-08-02,3,8,1
820,2023-04-26,2,6,1
821,2021-09-05,7,19,1
822,2021-12-17,2,7,1
823,2022-12-22,4,15,1
824,2022-12-13,8,6,1
825,2023-03-14,3,10,3
826,2023-08-19,5,11,1
827,2023-01-14,9,3,2
828,2022-07-16,1,8,1
829,2022-06-24,5,12,1
830,2022-08-08,15,1,1
831,2022-06-06,1,9,1
832,2022-02-06,7,11,1
833,2022-11-13,15,16,3
834,2022-07-23,4,3,
835,2023-05-13,9,2,1
836,2023-09-05,6,14,2
837,2023-07-22,12,20,2
838,2023-09-10,15,13,1
839,2022-11-24,5,18,4
840,2021-12-22,7,7,2
841,2022-12-13,1,16,1
842,2021-07-05,6,3,1
843,2023-09-27,7,1,1
844,2022-06-13,11,4,1
845,2023-06-25,11,1,1
846,2022-03-16,13,1,1
847,2023-06-26,2,11,1
848,2021-02-03,7,6,1
849,2021-01-02,11,8,3
850,2021-09-13,5,6,5
851,2022-11-02,6,20,1
852,2021-02-15,1,3,1
853,2022-06-12,7,3,3
854,2021-04-07,2,16,1
855,2021-06-25,3,11,1
856,2022-02-27,7,16,1
857,2022-03-10,1,14,1
858,2021-01-12,4,2,1
859,2022-10-07,4,4,1
860,2021-04-04,4,11,1
861,2022-09-08,2,6,2
862,2023-03-07,12,4,3
863,2023-12-21,10,1,1
864,2023-07-20,11,13,1
865,2023-01-10,2,6,1
866,2023-05-11,1,7,5
867,2021-11-24,6,19,1
868,2023-06-02,7,1,1
869,2023-01-21,2,16,2
870,2023-05-26,8,5,1
871,2023-01-07,5,16,3
872,2022-10-19,13,13,3
873,2021-01-10,11,20,1
874,2023-04-16,14,7,1
875,2023-03-24,6,2,2
876,2023-05-08,6,2,1
877,2021-07-11,1,2,1
878,2022-07-14,4,1,1
879,2021-08-15,4,8,4
880,2022-02-23,4,4,2
881,2023-07-25,5,1,1
882,2023-01-13,10,20,3
883,2021-08-20,3,7,4
884,2021-11-14,6,6,1
885,2022-07-07,6,7,2
886,2022-03-09,1,6,1
887,2021-04-27,14,1,1
888,2022-09-18,5,1,1
889,2021-02-17,10,2,1
890,2022-03-09,5,2,1
891,2021-07-11,8,10,1
892,2021-08-27,4,7,1
893,2021-08-01,1,14,1
894,2022-11-03,1,10,1
895,2022-01-18,1,14,1
896,2022-01-10,1,1,1
897,2021-07-14,10,1,1
898,2022-08-19,1,1,2
899,2022-10-15,6,9,2
900,2021-07-15,8,15,3
901,2023-12-01,2,7,1
902,2021-06-16,9,14,1
903,2022-11-09,1,1,1
904,2021-06-28,1,11,1
905,2023-07-14,6,17,3
906,2021-06-15,4,3,4
907,2022-02-08,5,3,1
908,2023-03-03,1,16,1
909,2022-03-06,6,1,3
910,2023-11-24,4,4,3
911,2023-11-20,1,1,4
912,2021-04-13,9,12,1
913,2021-01-14,5,8,1
914,2022-12-24,1,16,1
915,2021-06-16,9,7,1
916,2021-05-25,3,7,4
917,2023-01-20,2,5,1
918,2021-08-28,4,6,2
919,2023-11-12,3,3,1
920,2023-03-12,13,15,1
921,2023-03-24,10,4,1
922,2022-02-03,4,5,3
923,2022-02-05,6,12,1
924,2022-03-17,1,2,2
925,2023-12-08,11,5,3
926,2022-08-13,3,12,1
927,2022-04-16,4,2,3
928,2021-03-11,1,10,2
929,2022-09-02,5,9,1
930,2022-06-10,3,1,1
